REG_ANS,Razão Social,Qt_Beneficiários,Modalidade,Ano,IDSS,IDAS,IDEF,IDEO,IDGA,IDGR,IDQS,IDSB,IDSM,Uniodonto,Qt_Beneficiários_antigo
309516,PLISMO ODONTO S/C LTDA.,0,,2025,,,,,,,,,,NÃO,0
309699,LIFEDAY PLANOS DE SAÚDE LTDA.,0,Medicina de Grupo,2011,,,,,,,,,,NÃO,0
309699,CENTRO MEDICO SAPIRANGA LTDA,0,Medicina de Grupo,2012,0.8000,0.6669,1.0000,0.6666,,,,0.9994,,NÃO,0
309699,CENTRO MEDICO SAPIRANGA LTDA,0,Medicina de Grupo,2013,0.6918,0.4752,0.9885,0.5224,,,,0.9979,,NÃO,0
309699,CENTRO MEDICO SAPIRANGA LTDA,0,Medicina de Grupo,2014,0.5011,0.0000,0.9863,0.5192,,,,0.9999,,NÃO,0
309699,CENTRO MEDICO SAPIRANGA LTDA,0,Medicina de Grupo,2015,0.7741,0.6773,1.0000,0.5157,,,,1.0000,,NÃO,0
309699,CENTRO MEDICO SAPIRANGA LTDA,0,Medicina de Grupo,2016,0.6238,,,,0.3923,0.8530,0.2500,,1.0000,NÃO,0
309699,CENTRO MEDICO SAPIRANGA LTDA,0,Medicina de Grupo,2017,0.6920,,,,0.5916,0.5534,0.6232,,1.0000,NÃO,0
309699,CENTRO MEDICO SAPIRANGA LTDA,516,Medicina de Grupo,2018,0.2830,,,,0.0000,0.2836,0.0000,,0.0000,NÃO,652
309699,CENTRO MEDICO SAPIRANGA LTDA,2443,Medicina de Grupo,2019,0.2519,,,,0.2194,0.6294,0.1250,,0.2857,NÃO,6733
309699,CENTRO MEDICO SAPIRANGA LTDA,1980,Medicina de Grupo,2020,0.3628,,,,0.4063,0.2840,0.3750,,0.3333,NÃO,8838
309699,LIFEDAY PLANOS DE SAÚDE LTDA.,0,Medicina de Grupo,2021,,,,,,,,,,NÃO,1582
309699,LIFEDAY PLANOS DE SAÚDE LTDA.,0,Medicina de Grupo,2022,,,,,,,,,,NÃO,0
309699,LIFEDAY PLANOS DE SAÚDE LTDA.,0,Medicina de Grupo,2023,,,,,,,,,,NÃO,0
309699,LIFEDAY PLANOS DE SAÚDE LTDA.,0,Medicina de Grupo,2024,,,,,,,,,,NÃO,0
309699,LIFEDAY PLANOS DE SAÚDE LTDA.,0,Medicina de Grupo,2025,,,,,,,,,,NÃO,0
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,106723,Cooperativa Odontológica,2011,,,,,,,,,,SIM,318704
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOLGICA,107831,Cooperativa Odontológica,2012,0.7880,0.7324,0.7312,0.8647,,,,0.8794,,SIM,441486
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOLGICA,100469,Cooperativa Odontológica,2013,0.7332,0.8614,0.6230,0.7120,,,,0.6080,,SIM,419268
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOLGICA,106086,Cooperativa Odontológica,2014,0.7782,0.8460,0.5262,0.7282,,,,0.9444,,SIM,417709
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOLGICA,72428,Cooperativa Odontológica,2015,0.8568,0.8500,0.9347,0.7232,,,,0.9262,,SIM,374279
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOLGICA,47384,Cooperativa Odontológica,2016,0.8123,,,,0.7139,0.8868,1.0000,,0.6484,SIM,231942
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,0,Cooperativa Odontológica,2017,,,,,,,,,,SIM,90606
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,0,Cooperativa Odontológica,2018,,,,,,,,,,SIM,0
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,0,Cooperativa Odontológica,2019,,,,,,,,,,SIM,0
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,0,Cooperativa Odontológica,2020,,,,,,,,,,SIM,0
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,0,Cooperativa Odontológica,2021,,,,,,,,,,SIM,0
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,0,Cooperativa Odontológica,2022,,,,,,,,,,SIM,0
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,0,Cooperativa Odontológica,2023,,,,,,,,,,SIM,0
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,0,Cooperativa Odontológica,2024,,,,,,,,,,SIM,0
310042,UNIODONTO DE SO PAULO COOPERATIVA ODONTOL,0,Cooperativa Odontológica,2025,,,,,,,,,,SIM,0
310107,UNIODONTO SALVADOR,5591,Cooperativa Odontológica,2011,,,,,,,,,,SIM,14217
310107,UNIODONTO SALVADOR,6644,Cooperativa Odontológica,2012,0.7866,0.6964,0.8054,0.8450,,,,0.8900,,SIM,25587
310107,UNIODONTO SALVADOR,7972,Cooperativa Odontológica,2013,0.7087,0.6736,0.8570,0.4049,,,,0.9341,,SIM,29578
310107,UNIODONTO SALVADOR,6384,Cooperativa Odontológica,2014,0.7341,0.7147,0.6071,0.6577,,,,0.9763,,SIM,24226
310107,UNIODONTO SALVADOR,4909,Cooperativa Odontológica,2015,0.7348,0.6824,0.6666,0.6608,,,,0.9819,,SIM,20477
310107,UNIODONTO SALVADOR,5541,Cooperativa Odontológica,2016,0.7296,,,,0.6518,0.8331,0.9101,,0.5234,SIM,21850
310107,UNIODONTO SALVADOR,5460,Cooperativa Odontológica,2017,0.7188,,,,0.7558,0.3333,1.0000,,0.7862,SIM,21398
310107,UNIODONTO SALVADOR,3042,Cooperativa Odontológica,2018,0.3778,,,,0.6610,0.5800,0.5000,,0.5000,SIM,16946
310107,UNIODONTO SALVADOR,2478,Cooperativa Odontológica,2019,0.5063,,,,0.5910,0.4156,0.5000,,0.9900,SIM,10208
310107,UNIODONTO SALVADOR,2222,Cooperativa Odontológica,2020,0.5197,,,,0.1059,0.4096,0.5000,,0.9900,SIM,9612
310107,UNIODONTO SALVADOR,2235,Cooperativa Odontológica,2021,0.2934,,,,0.8490,0.4792,0.5000,,0.2333,SIM,8817
310107,UNIODONTO SALVADOR,2435,Cooperativa Odontológica,2022,0.3238,,,,0.2160,0.1738,0.5000,,0.5000,SIM,9404
310107,UNIODONTO SALVADOR,2244,Cooperativa Odontológica,2023,0.3505,,,,0.1131,0.1653,0.5000,,0.5000,SIM,9393
310107,UNIODONTO SALVADOR,2625,Cooperativa Odontológica,2024,0.4872,,,,0.4484,0.5276,0.5000,,0.5000,SIM,9779
310107,UNIODONTO SALVADOR,2885,Cooperativa Odontológica,2025,0.5747,,,,0.6049,0.9765,0.5000,,0.4854,SIM,8476
310247,CIRCULO OPERARIO CAXIENSE,1864,Medicina de Grupo,2011,,,,,,,,,,NÃO,5415
310247,CIRCULO OPERARIO CAXIENSE,1577,Medicina de Grupo,2012,0.7039,0.6016,0.6661,0.7805,,,,0.8697,,NÃO,6826
310247,CIRCULO OPERARIO CAXIENSE,1377,Medicina de Grupo,2013,0.6361,0.5935,0.7960,0.6211,,,,0.5767,,NÃO,5741
310247,CIRCULO OPERARIO CAXIENSE,1318,Medicina de Grupo,2014,0.6625,0.6569,0.7770,0.6335,,,,0.5885,,NÃO,5442
310247,CIRCULO OPERARIO CAXIENSE,1646,Medicina de Grupo,2015,0.7299,0.6599,1.0000,0.6417,,,,0.6879,,NÃO,5597
310247,CIRCULO OPERARIO CAXIENSE,3597,Medicina de Grupo,2016,0.7195,,,,0.6861,0.7957,0.5576,,0.8386,NÃO,12183
310247,CIRCULO OPERARIO CAXIENSE,5836,Medicina de Grupo,2017,0.6772,,,,0.5288,0.8256,0.6469,,0.7073,NÃO,18689
310247,CIRCULO OPERARIO CAXIENSE,6260,Medicina de Grupo,2018,0.5222,,,,0.2029,0.8032,0.3930,,0.8771,NÃO,24468
310247,CIRCULO OPERARIO CAXIENSE,6117,Medicina de Grupo,2019,0.5707,,,,0.2097,0.7632,0.4467,,0.9914,NÃO,24798
310247,CIRCULO OPERARIO CAXIENSE,7834,Medicina de Grupo,2020,0.6055,,,,0.2130,0.7748,0.7666,,0.7805,NÃO,27898
310247,CIRCULO OPERARIO CAXIENSE,9237,Medicina de Grupo,2021,0.5973,,,,0.2880,0.8060,0.5259,,0.9083,NÃO,34473
310247,CIRCULO OPERARIO CAXIENSE,9920,Medicina de Grupo,2022,0.5417,,,,0.3193,0.6303,0.7047,,0.5714,NÃO,37970
310247,CIRCULO OPERARIO CAXIENSE,10243,Medicina de Grupo,2023,0.5568,,,,0.3461,0.6760,0.7200,,0.5646,NÃO,41067
310247,CIRCULO OPERARIO CAXIENSE,12339,Medicina de Grupo,2024,0.7251,,,,0.4715,0.9497,0.6880,,0.9409,NÃO,39314
310247,CIRCULO OPERARIO CAXIENSE,13742,Medicina de Grupo,2025,0.6954,,,,0.4886,1.0000,0.4961,,1.0000,NÃO,40194
310522,PROASA SAÚDE,0,Medicina de Grupo,2011,,,,,,,,,,NÃO,0
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,0,Medicina de Grupo,2012,0.7951,0.6854,0.9737,0.6522,,,,0.9791,,NÃO,0
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,0,Medicina de Grupo,2013,0.7495,0.7059,0.9754,0.4351,,,,0.9250,,NÃO,0
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,51,Medicina de Grupo,2014,0.6843,0.5417,0.9096,0.4364,,,,0.9922,,NÃO,89
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,466,Medicina de Grupo,2015,0.7569,0.6603,0.9673,0.5016,,,,0.9952,,NÃO,1008
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,528,Medicina de Grupo,2016,0.6686,,,,0.6346,0.8575,0.4777,,0.7046,NÃO,2029
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,579,Medicina de Grupo,2017,0.7643,,,,0.5795,1.0000,0.6666,,0.8113,NÃO,2238
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,649,Medicina de Grupo,2018,0.6290,,,,0.3165,0.7996,0.5138,,1.0000,NÃO,2534
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,5382,Medicina de Grupo,2019,0.7364,,,,0.4833,0.9295,0.6657,,0.9957,NÃO,19452
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,15767,Medicina de Grupo,2020,0.7266,,,,0.6303,0.5852,0.6850,,0.9116,NÃO,44795
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,16970,Medicina de Grupo,2021,0.7556,,,,0.5302,0.9166,0.6831,,1.0000,NÃO,66456
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,17894,Medicina de Grupo,2022,0.6110,,,,0.3363,0.5500,0.5173,,1.0000,NÃO,70680
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,18895,Medicina de Grupo,2023,0.6513,,,,0.3645,0.9166,0.5012,,1.0000,NÃO,74530
310522,PROASA - PROGRAMA ADVENTISTA DE  SAÚDE,19498,Medicina de Grupo,2024,0.7083,,,,0.4825,0.9166,0.5729,,1.0000,NÃO,77875
310522,PROASA SAÚDE,0,Medicina de Grupo,2025,0.6963,,,,0.4886,0.8727,0.5814,,0.9602,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,238,,2011,,,,,,,,,,NÃO,714
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,238,,2012,,,,,,,,,,NÃO,952
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2013,,,,,,,,,,NÃO,465
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2014,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2015,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2016,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2017,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2018,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2019,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2020,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2021,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2022,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2023,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2024,,,,,,,,,,NÃO,0
310859,PRODENTE - PLANO DE SAUDE ODONTOLÓGICO LTDA,0,,2025,,,,,,,,,,NÃO,0
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,954774,Odontologia de Grupo,2011,,,,,,,,,,NÃO,2753639
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,1265864,Odontologia de Grupo,2012,0.7214,0.5854,0.9274,0.6693,,,,0.8396,,NÃO,4505264
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,959919,Odontologia de Grupo,2013,0.5786,0.6357,0.3573,0.6624,,,,0.6020,,NÃO,4032760
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,760035,Odontologia de Grupo,2014,0.7068,0.6882,0.7416,0.6678,,,,0.7480,,NÃO,3296310
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,781452,Odontologia de Grupo,2015,0.8626,0.8970,0.9831,0.7025,,,,0.8332,,NÃO,3073982
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,552311,Odontologia de Grupo,2016,0.7698,,,,0.7743,0.9141,0.4893,,0.9017,NÃO,2203942
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,546260,Odontologia de Grupo,2017,0.8886,,,,0.7377,0.9699,0.9200,,0.9270,NÃO,2166749
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,531937,Odontologia de Grupo,2018,0.5644,,,,0.2396,0.8030,0.3790,,0.9950,NÃO,2137583
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,512530,Odontologia de Grupo,2019,0.5444,,,,0.2200,0.7680,0.3388,,1.0000,NÃO,2097504
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,306315,Odontologia de Grupo,2020,0.5389,,,,0.2810,0.7864,0.2634,,0.9900,NÃO,1398178
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,333950,Odontologia de Grupo,2021,0.5330,,,,0.2596,0.7767,0.2833,,0.9750,NÃO,1267984
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,310356,Odontologia de Grupo,2022,0.5475,,,,0.2936,0.8000,0.2774,,0.9875,NÃO,1263262
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,317712,Odontologia de Grupo,2023,0.5480,,,,0.3085,0.8000,0.2640,,0.9875,NÃO,1247998
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,292523,Odontologia de Grupo,2024,0.7586,,,,0.3003,0.8000,0.9832,,0.9785,NÃO,1228963
310981,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,270796,Odontologia de Grupo,2025,0.1731,,,,0.0000,0.4000,0.0000,,0.4437,NÃO,821541
311391,UNIODONTO MANAUS,72929,Cooperativa Odontológica,2011,,,,,,,,,,SIM,216358
311391,UNIODONTO MANAUS,74558,Cooperativa Odontológica,2012,0.8586,0.8290,0.7816,0.9490,,,,0.9041,,SIM,285506
311391,UNIODONTO MANAUS,82438,Cooperativa Odontológica,2013,0.7837,0.8110,0.8864,0.7796,,,,0.6304,,SIM,319530
311391,UNIODONTO MANAUS,89519,Cooperativa Odontológica,2014,0.6444,0.7916,0.0000,0.6676,,,,0.9711,,SIM,349162
311391,UNIODONTO MANAUS,87626,Cooperativa Odontológica,2015,0.8434,0.8121,0.9412,0.6614,,,,0.9900,,SIM,352573
311391,UNIODONTO MANAUS,83853,Cooperativa Odontológica,2016,0.8718,,,,1.0000,0.8545,0.9874,,0.6452,SIM,341318
311391,UNIODONTO MANAUS,85635,Cooperativa Odontológica,2017,0.8579,,,,0.8571,0.9527,1.0000,,0.6220,SIM,334058
311391,UNIODONTO MANAUS,85700,Cooperativa Odontológica,2018,0.6480,,,,0.4015,0.7754,1.0000,,0.5000,SIM,343421
311391,UNIODONTO MANAUS,83911,Cooperativa Odontológica,2019,0.6354,,,,0.4010,0.7233,0.9759,,0.5000,SIM,335623
311391,UNIODONTO MANAUS,77533,Cooperativa Odontológica,2020,0.6868,,,,0.5962,0.8244,0.9183,,0.5000,SIM,320551
311391,UNIODONTO MANAUS,75854,Cooperativa Odontológica,2021,0.6658,,,,0.5611,0.7349,0.9132,,0.5000,SIM,307367
311391,UNIODONTO MANAUS,77815,Cooperativa Odontológica,2022,0.6631,,,,0.5897,0.7512,0.8703,,0.5000,SIM,305577
311391,UNIODONTO MANAUS,81320,Cooperativa Odontológica,2023,0.8140,,,,0.6535,0.7720,0.8527,,0.9500,SIM,323522
311391,UNIODONTO MANAUS,82392,Cooperativa Odontológica,2024,0.7391,,,,0.4061,0.7749,0.8813,,0.9178,SIM,326572
311391,UNIODONTO MANAUS,87562,Cooperativa Odontológica,2025,0.7923,,,,0.5723,0.7789,0.8911,,0.9178,SIM,260929
311669,UNIODONTO AVARE,6524,Cooperativa Odontológica,2011,,,,,,,,,,SIM,19666
311669,UNIODONTO AVARE,6452,Cooperativa Odontológica,2012,0.4930,0.0000,0.7914,0.7536,,,,0.9203,,SIM,25938
311669,UNIODONTO AVARE,6667,Cooperativa Odontológica,2013,0.8308,0.7247,1.0000,0.7567,,,,0.9477,,SIM,26269
311669,UNIODONTO AVARE,7223,Cooperativa Odontológica,2014,0.8146,0.6610,1.0000,0.7686,,,,0.9825,,SIM,28007
311669,UNIODONTO AVARE,7711,Cooperativa Odontológica,2015,0.7949,0.6037,1.0000,0.7722,,,,0.9949,,SIM,30269
311669,UNIODONTO AVARE,8351,Cooperativa Odontológica,2016,0.7994,,,,0.3408,0.8568,1.0000,,1.0000,SIM,32274
311669,UNIODONTO AVARE,9101,Cooperativa Odontológica,2017,0.8985,,,,0.7158,0.8783,1.0000,,1.0000,SIM,35241
311669,UNIODONTO AVARE,9563,Cooperativa Odontológica,2018,0.6451,,,,0.3958,0.7792,0.5000,,0.9950,SIM,37620
311669,UNIODONTO AVARE,9865,Cooperativa Odontológica,2019,0.6509,,,,0.4389,0.6921,0.5000,,1.0000,SIM,39159
311669,UNIODONTO AVARE,10339,Cooperativa Odontológica,2020,0.6620,,,,0.4682,0.7307,0.5000,,0.9950,SIM,40673
311669,UNIODONTO AVARE,10548,Cooperativa Odontológica,2021,0.6556,,,,0.4358,0.7487,0.5000,,1.0000,SIM,42422
311669,UNIODONTO AVARE,10483,Cooperativa Odontológica,2022,0.6231,,,,0.4358,0.4612,0.5000,,0.9875,SIM,42242
311669,UNIODONTO AVARE,10865,Cooperativa Odontológica,2023,0.6193,,,,0.4152,0.4855,0.5000,,0.9875,SIM,42886
311669,UNIODONTO AVARE,11359,Cooperativa Odontológica,2024,0.6424,,,,0.3974,0.8128,0.5000,,0.9730,SIM,44885
311669,UNIODONTO AVARE,11934,Cooperativa Odontológica,2025,0.6919,,,,0.6596,0.5496,0.5000,,0.9635,SIM,35122
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,244,Odontologia de Grupo,2011,,,,,,,,,,NÃO,813
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,619,Odontologia de Grupo,2012,0.6877,0.4304,0.8919,0.7921,,,,0.8939,,NÃO,1718
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,806,Odontologia de Grupo,2013,0.7478,0.6259,0.8799,0.6937,,,,0.9137,,NÃO,2976
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,819,Odontologia de Grupo,2014,0.6059,0.2370,0.8756,0.7181,,,,0.9617,,NÃO,3268
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,800,Odontologia de Grupo,2015,0.6046,0.1690,0.9919,0.7180,,,,0.9752,,NÃO,3181
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,799,Odontologia de Grupo,2016,0.5067,,,,0.3510,0.9095,0.8850,,0.9938,NÃO,3191
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,794,Odontologia de Grupo,2017,0.8254,,,,0.7298,0.9510,0.6240,,0.9970,NÃO,3168
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,771,Odontologia de Grupo,2018,0.3436,,,,0.0000,0.4518,0.0000,,0.9950,NÃO,3128
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,771,Odontologia de Grupo,2019,0.3312,,,,0.0000,0.3421,0.0000,,0.9900,NÃO,3084
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,778,Odontologia de Grupo,2020,0.3308,,,,0.0000,0.3385,0.0000,,0.9900,NÃO,3106
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,778,Odontologia de Grupo,2021,0.3032,,,,0.0000,0.3320,0.0000,,0.9000,NÃO,3112
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,778,Odontologia de Grupo,2022,0.1826,,,,0.0000,0.3264,0.0000,,0.5000,NÃO,3112
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,0,Odontologia de Grupo,2023,,,,,,,,,,NÃO,2325
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,0,Odontologia de Grupo,2024,,,,,,,,,,NÃO,0
311693,ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA.,0,Odontologia de Grupo,2025,,,,,,,,,,NÃO,0
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA L,0,Medicina de Grupo,2011,,,,,,,,,,NÃO,0
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,0,Medicina de Grupo,2012,0.7084,0.5347,0.6641,0.8685,,,,0.9402,,NÃO,0
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,0,Medicina de Grupo,2013,0.8016,0.7640,0.7300,0.8541,,,,0.8957,,NÃO,0
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,0,Medicina de Grupo,2014,0.7836,0.7705,0.7272,0.8509,,,,0.7990,,NÃO,0
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,0,Medicina de Grupo,2015,0.8503,0.7726,0.9042,0.8593,,,,0.9428,,NÃO,0
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,0,Medicina de Grupo,2016,0.5394,,,,0.6548,0.4807,0.1891,,0.8332,NÃO,0
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA L,111,Medicina de Grupo,2017,,,,,,,,,,NÃO,789
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA L,103,Medicina de Grupo,2018,,,,,,,,,,NÃO,430
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA L,97,Medicina de Grupo,2019,,,,,,,,,,NÃO,397
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,87,Medicina de Grupo,2020,0.5373,,,,0.3384,1.0000,0.6194,,0.5000,NÃO,364
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,93,Medicina de Grupo,2021,0.6641,,,,0.2025,1.0000,0.7030,,0.9750,NÃO,354
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,86,Medicina de Grupo,2022,0.5118,,,,0.2724,0.9166,0.5567,,0.5714,NÃO,360
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,87,Medicina de Grupo,2023,0.5344,,,,0.3428,1.0000,0.5337,,0.5714,NÃO,342
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,62,Medicina de Grupo,2024,0.5643,,,,0.4524,1.0000,0.4973,,0.5979,NÃO,304
312282,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA L,53,Medicina de Grupo,2025,0.5692,,,,0.4509,0.9166,0.5378,,0.6031,NÃO,170
312321,ODONTO JARAGUÁ LTDA,4901,Odontologia de Grupo,2011,,,,,,,,,,NÃO,12986
312321,ODONTO JARAGUÁ LTDA,5214,Odontologia de Grupo,2012,0.8080,0.6733,0.8931,0.9497,,,,0.8506,,NÃO,19787
312321,ODONTO JARAGUÁ LTDA,5964,Odontologia de Grupo,2013,0.7655,0.6575,0.7485,0.8613,,,,0.9029,,NÃO,22999
312321,ODONTO JARAGUÁ LTDA,7460,Odontologia de Grupo,2014,0.7901,0.5958,0.8863,0.8876,,,,0.9851,,NÃO,24829
312321,ODONTO JARAGUÁ LTDA,8269,Odontologia de Grupo,2015,0.8061,0.5905,0.9912,0.8661,,,,0.9923,,NÃO,31909
312321,ODONTO JARAGUÁ LTDA,8253,Odontologia de Grupo,2016,0.7315,,,,0.9375,0.9626,0.1749,,0.8508,NÃO,32469
312321,ODONTO JARAGUÁ LTDA,8992,Odontologia de Grupo,2017,0.6645,,,,0.9583,1.0000,0.0000,,0.7000,NÃO,33758
312321,ODONTO JARAGUÁ LTDA,10252,Odontologia de Grupo,2018,0.8645,,,,0.6896,0.5763,1.0000,,1.0000,NÃO,38663
312321,ODONTO JARAGUÁ LTDA,6921,Odontologia de Grupo,2019,0.8726,,,,0.7387,0.5512,0.9911,,0.9950,NÃO,24820
312321,ODONTO JARAGUÁ LTDA,6785,Odontologia de Grupo,2020,0.8877,,,,0.8865,0.6000,0.8824,,0.9900,NÃO,27175
312321,ODONTO JARAGUÁ LTDA,8039,Odontologia de Grupo,2021,0.9263,,,,0.8072,1.0000,0.9596,,0.9875,NÃO,29962
312321,ODONTO JARAGUÁ LTDA,13399,Odontologia de Grupo,2022,0.9288,,,,0.8125,1.0000,0.9628,,0.9875,NÃO,46445
312321,ODONTO JARAGUÁ LTDA,15037,Odontologia de Grupo,2023,0.9637,,,,0.8937,1.0000,0.9979,,0.9875,NÃO,57182
312321,ODONTO JARAGUÁ LTDA,16254,Odontologia de Grupo,2024,0.9089,,,,0.8076,1.0000,0.9337,,0.9549,NÃO,62301
312321,ODONTO JARAGUÁ LTDA,16967,Odontologia de Grupo,2025,0.9622,,,,1.0000,1.0000,0.9852,,0.8889,NÃO,50208
312363,UNIMED DO EST. DO RJ FEDERAO EST. DAS COO,0,Cooperativa Médica,2011,,,,,,,,,,NÃO,0
312363,UNIMED DO EST. DO RJ FEDERAO EST. DAS COOPERATIVAS MDICAS,0,Cooperativa Médica,2012,0.4119,0.0000,0.7494,0.8101,,,,0.5000,,NÃO,0
312363,UNIMED DO EST. DO RJ FEDERAO EST. DAS COOPERATIVAS MDICAS,0,Cooperativa Médica,2013,0.2769,0.0000,0.2763,0.7749,,,,0.3333,,NÃO,0
312363,UNIMED DO EST. DO RJ FEDERAO EST. DAS COOPERATIVAS MDICAS,0,Cooperativa Médica,2014,0.2613,0.0000,0.2845,0.7722,,,,0.2500,,NÃO,0
312363,UNIMED DO EST. DO RJ FEDERAO EST. DAS COOPERATIVAS MDICAS,0,Cooperativa Médica,2015,0.3663,0.0000,0.6666,0.7650,,,,0.4000,,NÃO,0
